Country	Income Group	Value	Area (Inputs FertilizersProduct E All Data (Normalized).csv)	Area Code (ISO2) (Inputs FertilizersProduct E All Data (Normalized).csv)	Element (Inputs FertilizersProduct E All Data (Normalized).csv)	Element Code (Inputs FertilizersProduct E All Data (Normalized).csv)	Item (Inputs FertilizersProduct E All Data (Normalized).csv)	Item Code (Inputs FertilizersProduct E All Data (Normalized).csv)	Unit (Inputs FertilizersProduct E All Data (Normalized).csv)	Year (Inputs FertilizersProduct E All Data (Normalized).csv)	Year Code (Inputs FertilizersProduct E All Data (Normalized).csv)
France	High-income economies	133150	France	FR	Agricultural Use	5157	Superphosphates above 35%	4012	tonnes	2014	2014
Portugal	High-income economies	277.72	Portugal	PT	Agricultural Use	5157	Monoammonium phosphate (MAP)	4023	tonnes	2010	2010
Uruguay	High-income economies	88868	Uruguay	UY	Agricultural Use	5157	Monoammonium phosphate (MAP)	4023	tonnes	2017	2017
El Salvador	Lower-middle-income economies	29746.06	El Salvador	SV	Agricultural Use	5157	"Other potassic fertilizers, n.e.c."	4018	tonnes	2015	2015
Spain	High-income economies	147697	Spain	ES	Agricultural Use	5157	Urea and ammonium nitrate solutions (UAN)	4006	tonnes	2002	2002
Ecuador	Upper-middle-income economies	85	Ecuador	EC	Agricultural Use	5157	PK compounds	4027	tonnes	2009	2009
Belarus	Upper-middle-income economies	153623	Belarus	BY	Agricultural Use	5157	Ammonium sulphate	4002	tonnes	2009	2009
Uruguay	High-income economies	247	Uruguay	UY	Agricultural Use	5157	Potassium nitrate	4025	tonnes	2009	2009
Dominican Republic	Upper-middle-income economies	1728	Dominican Republic	DO	Agricultural Use	5157	Monoammonium phosphate (MAP)	4023	tonnes	2015	2015
Ireland	High-income economies	4717	Ireland	IE	Agricultural Use	5157	Other NP compounds	4024	tonnes	2012	2012
Poland	High-income economies	821469	Poland	PL	Agricultural Use	5157	Potassium chloride (muriate of potash) (MOP)	4016	tonnes	2003	2003
Slovenia	High-income economies	172	Slovenia	SI	Agricultural Use	5157	Superphosphates above 35%	4012	tonnes	2013	2013
Croatia	High-income economies	2039	Croatia	HR	Agricultural Use	5157	Potassium sulphate (sulphate of potash) (SOP)	4017	tonnes	2005	2005
Syrian Arab Republic	Low income economies	323410	Syrian Arab Republic	SY	Agricultural Use	5157	Ammonium nitrate (AN)	4003	tonnes	2006	2006
United States of America	High-income economies	6342652.92	United States of America	US	Agricultural Use	5157	Urea	4001	tonnes	2017	2017
Latvia	High-income economies	12122	Latvia	LV	Agricultural Use	5157	Other NP compounds	4024	tonnes	2005	2005
Ecuador	Upper-middle-income economies	184817.23	Ecuador	EC	Agricultural Use	5157	Potassium chloride (muriate of potash) (MOP)	4016	tonnes	2018	2018
Pakistan	Lower-middle-income economies	190367	Pakistan	PK	Agricultural Use	5157	"Superphosphates, other"	4013	tonnes	2003	2003
Albania	Upper-middle-income economies	51234	Albania	AL	Agricultural Use	5157	Urea	4001	tonnes	2017	2017
Kazakhstan	Upper-middle-income economies	19	Kazakhstan	KZ	Agricultural Use	5157	Potassium nitrate	4025	tonnes	2007	2007
Paraguay	Upper-middle-income economies	405	Paraguay	PY	Agricultural Use	5157	Urea and ammonium nitrate solutions (UAN)	4006	tonnes	2009	2009
Papua New Guinea	Lower-middle-income economies	5574	Papua New Guinea	PG	Agricultural Use	5157	Urea	4001	tonnes	2006	2006
North Macedonia	Upper-middle-income economies	38	North Macedonia	MK	Agricultural Use	5157	Potassium sulphate (sulphate of potash) (SOP)	4017	tonnes	2011	2011
Belarus	Upper-middle-income economies	16240	Belarus	BY	Agricultural Use	5157	Other NP compounds	4024	tonnes	2002	2002
French Polynesia	High-income economies	25	French Polynesia	PF	Agricultural Use	5157	Monoammonium phosphate (MAP)	4023	tonnes	2009	2009
Nicaragua	Lower-middle-income economies	11979	Nicaragua	NI	Agricultural Use	5157	Potassium chloride (muriate of potash) (MOP)	4016	tonnes	2003	2003
Morocco	Lower-middle-income economies	44000	Morocco	MA	Agricultural Use	5157	Superphosphates above 35%	4012	tonnes	2016	2016
Canada	High-income economies	12410	Canada	CA	Agricultural Use	5157	Potassium sulphate (sulphate of potash) (SOP)	4017	tonnes	2011	2011
Pakistan	Lower-middle-income economies	4762	Pakistan	PK	Agricultural Use	5157	Superphosphates above 35%	4012	tonnes	2009	2009
Philippines	Lower-middle-income economies	118222	Philippines	PH	Agricultural Use	5157	Diammonium phosphate (DAP)	4022	tonnes	2011	2011
Bulgaria	Upper-middle-income economies	409	Bulgaria	BG	Agricultural Use	5157	PK compounds	4027	tonnes	2008	2008
Niger	Low income economies	2	Niger	NE	Agricultural Use	5157	PK compounds	4027	tonnes	2002	2002
Yemen	Low income economies	86	Yemen	YE	Agricultural Use	5157	Superphosphates above 35%	4012	tonnes	2006	2006
Kenya	Lower-middle-income economies	422	Kenya	KE	Agricultural Use	5157	Potassium sulphate (sulphate of potash) (SOP)	4017	tonnes	2002	2002
Mexico	Upper-middle-income economies	86100	Mexico	MX	Agricultural Use	5157	Ammonium nitrate (AN)	4003	tonnes	2003	2003
Italy	High-income economies	137637	Italy	IT	Agricultural Use	5157	Ammonium sulphate	4002	tonnes	2008	2008
Philippines	Lower-middle-income economies	128126	Philippines	PH	Agricultural Use	5157	Potassium chloride (muriate of potash) (MOP)	4016	tonnes	2004	2004
Albania	Upper-middle-income economies	35435.04	Albania	AL	Agricultural Use	5157	Urea	4001	tonnes	2018	2018
Burkina Faso	Low income economies	105	Burkina Faso	BF	Agricultural Use	5157	Superphosphates above 35%	4012	tonnes	2011	2011
North Macedonia	Upper-middle-income economies	28	North Macedonia	MK	Agricultural Use	5157	Potassium nitrate	4025	tonnes	2011	2011
Burundi	Low income economies	1737	Burundi	BI	Agricultural Use	5157	Diammonium phosphate (DAP)	4022	tonnes	2002	2002
Mauritius	Upper-middle-income economies	4267	Mauritius	MU	Agricultural Use	5157	Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate	4004	tonnes	2012	2012
Pakistan	Lower-middle-income economies	426872	Pakistan	PK	Agricultural Use	5157	Other NP compounds	4024	tonnes	2013	2013
Ireland	High-income economies	4925	Ireland	IE	Agricultural Use	5157	Potassium sulphate (sulphate of potash) (SOP)	4017	tonnes	2012	2012
Jamaica	Upper-middle-income economies	1670	Jamaica	JM	Agricultural Use	5157	NPK fertilizers	4021	tonnes	2011	2011
Nicaragua	Lower-middle-income economies	10427.67	Nicaragua	NI	Agricultural Use	5157	Potassium chloride (muriate of potash) (MOP)	4016	tonnes	2011	2011
India	Lower-middle-income economies	7357420	India	IN	Agricultural Use	5157	Diammonium phosphate (DAP)	4022	tonnes	2013	2013
Malawi	Low income economies	40998	Malawi	MW	Agricultural Use	5157	Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate	4004	tonnes	2003	2003
Latvia	High-income economies	198	Latvia	LV	Agricultural Use	5157	Potassium sulphate (sulphate of potash) (SOP)	4017	tonnes	2003	2003
Brazil	Upper-middle-income economies	1430570	Brazil	BR	Agricultural Use	5157	Ammonium sulphate	4002	tonnes	2002	2002
Costa Rica	Upper-middle-income economies	43334	Costa Rica	CR	Agricultural Use	5157	Diammonium phosphate (DAP)	4022	tonnes	2003	2003
Bulgaria	Upper-middle-income economies	102864	Bulgaria	BG	Agricultural Use	5157	Urea	4001	tonnes	2008	2008
Bulgaria	Upper-middle-income economies	168	Bulgaria	BG	Agricultural Use	5157	Potassium nitrate	4025	tonnes	2009	2009
Fiji	Upper-middle-income economies	611	Fiji	FJ	Agricultural Use	5157	Urea	4001	tonnes	2003	2003
Belarus	Upper-middle-income economies	444.72	Belarus	BY	Agricultural Use	5157	Potassium sulphate (sulphate of potash) (SOP)	4017	tonnes	2008	2008
Netherlands	High-income economies	50811	Netherlands	NL	Agricultural Use	5157	"Other phosphatic fertilizers, n.e.c."	4014	tonnes	2018	2018
Uganda	Low income economies	1762	Uganda	UG	Agricultural Use	5157	Diammonium phosphate (DAP)	4022	tonnes	2006	2006
Pakistan	Lower-middle-income economies	11098	Pakistan	PK	Agricultural Use	5157	Superphosphates above 35%	4012	tonnes	2008	2008
Lebanon	Upper-middle-income economies	1363	Lebanon	LB	Agricultural Use	5157	Potassium sulphate (sulphate of potash) (SOP)	4017	tonnes	2009	2009
Sri Lanka	Lower-middle-income economies	101778	Sri Lanka	LK	Agricultural Use	5157	Potassium chloride (muriate of potash) (MOP)	4016	tonnes	2003	2003
Canada	High-income economies	2235	Canada	CA	Agricultural Use	5157	PK compounds	4027	tonnes	2011	2011
Ukraine	Lower-middle-income economies	263	Ukraine	UA	Agricultural Use	5157	Diammonium phosphate (DAP)	4022	tonnes	2010	2010
Romania	Upper-middle-income economies	4065	Romania	RO	Agricultural Use	5157	Monoammonium phosphate (MAP)	4023	tonnes	2010	2010
Oman	High-income economies	1000	Oman	OM	Agricultural Use	5157	Ammonium nitrate (AN)	4003	tonnes	2013	2013
United States of America	High-income economies	6349175.59	United States of America	US	Agricultural Use	5157	Urea	4001	tonnes	2015	2015
North Macedonia	Upper-middle-income economies	8	North Macedonia	MK	Agricultural Use	5157	Potassium chloride (muriate of potash) (MOP)	4016	tonnes	2005	2005
Croatia	High-income economies	33360	Croatia	HR	Agricultural Use	5157	Monoammonium phosphate (MAP)	4023	tonnes	2009	2009
Barbados	High-income economies	7	Barbados	BB	Agricultural Use	5157	Potassium chloride (muriate of potash) (MOP)	4016	tonnes	2003	2003
Switzerland	High-income economies	7469	Switzerland	CH	Agricultural Use	5157	Superphosphates above 35%	4012	tonnes	2005	2005
Czechia	High-income economies	98456	Czechia	CZ	Agricultural Use	5157	Urea and ammonium nitrate solutions (UAN)	4006	tonnes	2010	2010
Austria	High-income economies	211808	Austria	AT	Agricultural Use	5157	Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate	4004	tonnes	2005	2005
Slovakia	High-income economies	41	Slovakia	SK	Agricultural Use	5157	Potassium nitrate	4025	tonnes	2016	2016
Panama	High-income economies	508	Panama	PA	Agricultural Use	5157	Diammonium phosphate (DAP)	4022	tonnes	2007	2007
Ghana	Lower-middle-income economies	45825	Ghana	GH	Agricultural Use	5157	Superphosphates above 35%	4012	tonnes	2009	2009
Republic of Moldova	Lower-middle-income economies	10	Republic of Moldova	MD	Agricultural Use	5157	PK compounds	4027	tonnes	2010	2010
Uruguay	High-income economies	418	Uruguay	UY	Agricultural Use	5157	"Other potassic fertilizers, n.e.c."	4018	tonnes	2015	2015
Uruguay	High-income economies	418	Uruguay	UY	Agricultural Use	5157	Potassium sulphate (sulphate of potash) (SOP)	4017	tonnes	2015	2015
Congo	Lower-middle-income economies	12	Congo	CG	Agricultural Use	5157	Superphosphates above 35%	4012	tonnes	2008	2008
Kenya	Lower-middle-income economies	17793	Kenya	KE	Agricultural Use	5157	Other NP compounds	4024	tonnes	2009	2009
Chile	High-income economies	4118	Chile	CL	Agricultural Use	5157	Ammonium sulphate	4002	tonnes	2013	2013
Chile	High-income economies	143484	Chile	CL	Agricultural Use	5157	Monoammonium phosphate (MAP)	4023	tonnes	2015	2015
Ecuador	Upper-middle-income economies	19993	Ecuador	EC	Agricultural Use	5157	NPK fertilizers	4021	tonnes	2004	2004
Mauritius	Upper-middle-income economies	5714	Mauritius	MU	Agricultural Use	5157	Ammonium sulphate	4002	tonnes	2015	2015
Azerbaijan	Upper-middle-income economies	58906	Azerbaijan	AZ	Agricultural Use	5157	Ammonium nitrate (AN)	4003	tonnes	2011	2011
Turkey	Upper-middle-income economies	607558	Turkey	TR	Agricultural Use	5157	Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate	4004	tonnes	2015	2015
Bangladesh	Lower-middle-income economies	274000	Bangladesh	BD	Agricultural Use	5157	Potassium chloride (muriate of potash) (MOP)	4016	tonnes	2008	2008
Sweden	High-income economies	2034	Sweden	SE	Agricultural Use	5157	Other NP compounds	4024	tonnes	2013	2013
Peru	Upper-middle-income economies	903	Peru	PE	Agricultural Use	5157	Monoammonium phosphate (MAP)	4023	tonnes	2003	2003
Italy	High-income economies	15055	Italy	IT	Agricultural Use	5157	PK compounds	4027	tonnes	2018	2018
Egypt	Lower-middle-income economies	5000	Egypt	EG	Agricultural Use	5157	"Other phosphatic fertilizers, n.e.c."	4014	tonnes	2014	2014
Mexico	Upper-middle-income economies	498855	Mexico	MX	Agricultural Use	5157	Ammonium sulphate	4002	tonnes	2004	2004
Croatia	High-income economies	1590	Croatia	HR	Agricultural Use	5157	Urea and ammonium nitrate solutions (UAN)	4006	tonnes	2010	2010
Brazil	Upper-middle-income economies	1678024	Brazil	BR	Agricultural Use	5157	Superphosphates above 35%	4012	tonnes	2004	2004
Georgia	Lower-middle-income economies	608.22	Georgia	GE	Agricultural Use	5157	"Superphosphates, other"	4013	tonnes	2007	2007
Mozambique	Low income economies	26	Mozambique	MZ	Agricultural Use	5157	PK compounds	4027	tonnes	2010	2010
Turkey	Upper-middle-income economies	1714731	Turkey	TR	Agricultural Use	5157	Urea	4001	tonnes	2018	2018
Albania	Upper-middle-income economies	25657	Albania	AL	Agricultural Use	5157	Diammonium phosphate (DAP)	4022	tonnes	2012	2012
Slovenia	High-income economies	299	Slovenia	SI	Agricultural Use	5157	Ammonium nitrate (AN)	4003	tonnes	2015	2015
Peru	Upper-middle-income economies	289950.84	Peru	PE	Agricultural Use	5157	Urea	4001	tonnes	2006	2006
Italy	High-income economies	99943	Italy	IT	Agricultural Use	5157	Ammonium sulphate	4002	tonnes	2016	2016
Guatemala	Upper-middle-income economies	90164	Guatemala	GT	Agricultural Use	5157	Diammonium phosphate (DAP)	4022	tonnes	2007	2007
Panama	High-income economies	1886	Panama	PA	Agricultural Use	5157	Ammonium nitrate (AN)	4003	tonnes	2002	2002
Albania	Upper-middle-income economies	54	Albania	AL	Agricultural Use	5157	Ammonium sulphate	4002	tonnes	2007	2007
Portugal	High-income economies	1887.58	Portugal	PT	Agricultural Use	5157	Potassium nitrate	4025	tonnes	2008	2008
Slovenia	High-income economies	2331	Slovenia	SI	Agricultural Use	5157	Ammonium nitrate (AN)	4003	tonnes	2007	2007
Guatemala	Upper-middle-income economies	102	Guatemala	GT	Agricultural Use	5157	Potassium sulphate (sulphate of potash) (SOP)	4017	tonnes	2006	2006
Croatia	High-income economies	1808	Croatia	HR	Agricultural Use	5157	Urea and ammonium nitrate solutions (UAN)	4006	tonnes	2008	2008
Nepal	Low income economies	91174	Nepal	NP	Agricultural Use	5157	Diammonium phosphate (DAP)	4022	tonnes	2014	2014
United States of America	High-income economies	1067580	United States of America	US	Agricultural Use	5157	"Other nitrogenous fertilizers, n.e.c."	4008	tonnes	2014	2014
Estonia	High-income economies	20.08	Estonia	EE	Agricultural Use	5157	Superphosphates above 35%	4012	tonnes	2010	2010
Ecuador	Upper-middle-income economies	478	Ecuador	EC	Agricultural Use	5157	Monoammonium phosphate (MAP)	4023	tonnes	2006	2006
Peru	Upper-middle-income economies	7260	Peru	PE	Agricultural Use	5157	Potassium nitrate	4025	tonnes	2003	2003
Czechia	High-income economies	5692	Czechia	CZ	Agricultural Use	5157	"Superphosphates, other"	4013	tonnes	2018	2018
Argentina	High-income economies	4009	Argentina	AR	Agricultural Use	5157	Potassium sulphate (sulphate of potash) (SOP)	4017	tonnes	2017	2017
Estonia	High-income economies	21	Estonia	EE	Agricultural Use	5157	PK compounds	4027	tonnes	2008	2008
Lebanon	Upper-middle-income economies	2625	Lebanon	LB	Agricultural Use	5157	Monoammonium phosphate (MAP)	4023	tonnes	2004	2004
Hungary	High-income economies	900	Hungary	HU	Agricultural Use	5157	Other NK compounds	4026	tonnes	2012	2012
Hungary	High-income economies	900	Hungary	HU	Agricultural Use	5157	Potassium sulphate (sulphate of potash) (SOP)	4017	tonnes	2012	2012
Uruguay	High-income economies	148	Uruguay	UY	Agricultural Use	5157	Potassium sulphate (sulphate of potash) (SOP)	4017	tonnes	2018	2018
Czechia	High-income economies	49290	Czechia	CZ	Agricultural Use	5157	Urea	4001	tonnes	2011	2011
Mexico	Upper-middle-income economies	165874	Mexico	MX	Agricultural Use	5157	"Superphosphates, other"	4013	tonnes	2010	2010
Tunisia	Lower-middle-income economies	60451.58	Tunisia	TN	Agricultural Use	5157	"Other nitrogenous fertilizers, n.e.c."	4008	tonnes	2006	2006
North Macedonia	Upper-middle-income economies	8	North Macedonia	MK	Agricultural Use	5157	Monoammonium phosphate (MAP)	4023	tonnes	2004	2004
Guyana	Upper-middle-income economies	2	Guyana	GY	Agricultural Use	5157	Monoammonium phosphate (MAP)	4023	tonnes	2011	2011
Mexico	Upper-middle-income economies	428390	Mexico	MX	Agricultural Use	5157	Diammonium phosphate (DAP)	4022	tonnes	2004	2004
Zambia	Lower-middle-income economies	92	Zambia	ZM	Agricultural Use	5157	Urea and ammonium nitrate solutions (UAN)	4006	tonnes	2010	2010
Iran (Islamic Republic of)	Upper-middle-income economies	3734	Iran (Islamic Republic of)	IR	Agricultural Use	5157	Ammonium sulphate	4002	tonnes	2013	2013
Honduras	Lower-middle-income economies	13126	Honduras	HN	Agricultural Use	5157	Ammonium sulphate	4002	tonnes	2005	2005
Philippines	Lower-middle-income economies	457100	Philippines	PH	Agricultural Use	5157	Ammonium sulphate	4002	tonnes	2003	2003
Tunisia	Lower-middle-income economies	93938.08	Tunisia	TN	Agricultural Use	5157	Diammonium phosphate (DAP)	4022	tonnes	2004	2004
Ecuador	Upper-middle-income economies	246482.6	Ecuador	EC	Agricultural Use	5157	Urea	4001	tonnes	2014	2014
United States of America	High-income economies	9251595.28	United States of America	US	Agricultural Use	5157	Urea and ammonium nitrate solutions (UAN)	4006	tonnes	2008	2008
United States of America	High-income economies	3509888.92	United States of America	US	Agricultural Use	5157	"Ammonia, anhydrous"	4007	tonnes	2017	2017
Australia	High-income economies	25094	Australia	AU	Agricultural Use	5157	Potassium nitrate	4025	tonnes	2017	2017
Azerbaijan	Upper-middle-income economies	3	Azerbaijan	AZ	Agricultural Use	5157	Urea and ammonium nitrate solutions (UAN)	4006	tonnes	2010	2010
Switzerland	High-income economies	1756	Switzerland	CH	Agricultural Use	5157	"Other phosphatic fertilizers, n.e.c."	4014	tonnes	2012	2012
Bulgaria	Upper-middle-income economies	1211	Bulgaria	BG	Agricultural Use	5157	Potassium chloride (muriate of potash) (MOP)	4016	tonnes	2009	2009
Oman	High-income economies	9000	Oman	OM	Agricultural Use	5157	Potassium chloride (muriate of potash) (MOP)	4016	tonnes	2016	2016
Austria	High-income economies	22900	Austria	AT	Agricultural Use	5157	Urea	4001	tonnes	2007	2007
Congo	Lower-middle-income economies	50	Congo	CG	Agricultural Use	5157	Diammonium phosphate (DAP)	4022	tonnes	2005	2005
Sri Lanka	Lower-middle-income economies	34016	Sri Lanka	LK	Agricultural Use	5157	Superphosphates above 35%	4012	tonnes	2016	2016
Argentina	High-income economies	5384	Argentina	AR	Agricultural Use	5157	Potassium nitrate	4025	tonnes	2018	2018
Slovakia	High-income economies	469	Slovakia	SK	Agricultural Use	5157	NPK fertilizers	4021	tonnes	2002	2002
Mozambique	Low income economies	4	Mozambique	MZ	Agricultural Use	5157	Urea and ammonium nitrate solutions (UAN)	4006	tonnes	2008	2008
Zambia	Lower-middle-income economies	223	Zambia	ZM	Agricultural Use	5157	Potassium sulphate (sulphate of potash) (SOP)	4017	tonnes	2004	2004
