Country,Income_Group,ISO2,ISO3,prod_yield,Year,Fertilizers_y,prod_yield_value,Pesticide_x
Pakistan,Lower-middle-income economies,PK,PAK,Value Yield,2015,8650129,8343909,1
Philippines,Lower-middle-income economies,PH,PHL,Value Prod,2007,1926394,479637774,21110
Philippines,Lower-middle-income economies,PH,PHL,Value Yield,2007,1926394,7085736,21110
Suriname,Upper-middle-income economies,SR,SUR,Value Prod,2008,37595,2750904,501
Suriname,Upper-middle-income economies,SR,SUR,Value Yield,2008,37595,7518660,501
Estonia,High-income economies,EE,EST,Value Prod,2011,212820,4123440,460
Estonia,High-income economies,EE,EST,Value Yield,2011,212820,2437720,460
Uganda,Low income economies,UG,UGA,Value Prod,2010,26746,92138705,88
Uganda,Low income economies,UG,UGA,Value Yield,2010,26746,4268700,88
Latvia,High-income economies,LV,LVA,Value Prod,2005,70352,13613945,724
Latvia,High-income economies,LV,LVA,Value Yield,2005,70352,3617345,724
Colombia,Upper-middle-income economies,CO,COL,Value Prod,2011,2803214,378159348,53797
Colombia,Upper-middle-income economies,CO,COL,Value Yield,2011,2803214,11318335,53797
Zambia,Lower-middle-income economies,ZM,ZMB,Value Prod,2014,338604,59345316,1670
Zambia,Lower-middle-income economies,ZM,ZMB,Value Yield,2014,338604,7822536,1670
France,High-income economies,FR,FRA,Value Prod,2012,8362975,846401983,63844
France,High-income economies,FR,FRA,Value Yield,2012,8362975,12543881,63844
Ghana,Lower-middle-income economies,GH,GHA,Value Prod,2009,192061,199151358,392
Ghana,Lower-middle-income economies,GH,GHA,Value Yield,2009,192061,6127807,392
Oman,High-income economies,OM,OMN,Value Prod,2013,23000,4645188,439
Oman,High-income economies,OM,OMN,Value Yield,2013,23000,5105826,439
Saint Kitts and Nevis,High-income economies,KN,KNA,Value Prod,2010,231,10332,15
Saint Kitts and Nevis,High-income economies,KN,KNA,Value Yield,2010,231,718064,15
Nicaragua,Lower-middle-income economies,NI,NIC,Value Prod,2003,11979,34184622,5614
Nicaragua,Lower-middle-income economies,NI,NIC,Value Yield,2003,11979,7305156,5614
Sweden,High-income economies,SE,SWE,Value Prod,2017,853846.8,45735000,1524
Sweden,High-income economies,SE,SWE,Value Yield,2017,853846.8,7293475,1524
Austria,High-income economies,AT,AUT,Value Prod,2011,397825,57534520,3442
Austria,High-income economies,AT,AUT,Value Yield,2011,397825,10609530,3442
Armenia,Upper-middle-income economies,AM,ARM,Value Prod,2006,58286.6,13017780,228
Armenia,Upper-middle-income economies,AM,ARM,Value Yield,2006,58286.6,4826130,228
North Macedonia,Upper-middle-income economies,MK,MKD,Value Prod,2003,44791,9341700,210
North Macedonia,Upper-middle-income economies,MK,MKD,Value Yield,2003,44791,3965058,210
Ecuador,Upper-middle-income economies,EC,ECU,Value Prod,2014,730304.24,126034698,33574
Ecuador,Upper-middle-income economies,EC,ECU,Value Yield,2014,730304.24,7707012,33574
Jamaica,Upper-middle-income economies,JM,JAM,Value Prod,2010,20424,14070480,621
Jamaica,Upper-middle-income economies,JM,JAM,Value Yield,2010,20424,6347808,621
Malawi,Low income economies,MW,MWI,Value Prod,2011,216962,138852182,554
Malawi,Low income economies,MW,MWI,Value Yield,2011,216962,11267235,554
"China, Taiwan Province of",High-income economies,TW,TWN,Value Prod,2014,954864,51673776,8619
"China, Taiwan Province of",High-income economies,TW,TWN,Value Yield,2014,954864,9405864,8619
Niger,Low income economies,NE,NER,Value Prod,2011,16732.8,26971465,11
Niger,Low income economies,NE,NER,Value Yield,2011,16732.8,3744380,11
Israel,High-income economies,IL,ISR,Value Prod,2004,166202,27387030,5395
Israel,High-income economies,IL,ISR,Value Yield,2004,166202,8157520,5395
Albania,Upper-middle-income economies,AL,ALB,Value Prod,2014,116890,16963765,457
Albania,Upper-middle-income economies,AL,ALB,Value Yield,2014,116890,8457456,457
Mauritius,Upper-middle-income economies,MU,MUS,Value Prod,2005,100,30519864,808
Mauritius,Upper-middle-income economies,MU,MUS,Value Yield,2005,100,9319912,808
Sri Lanka,Lower-middle-income economies,LK,LKA,Value Prod,2008,764080,46642505,1152
Sri Lanka,Lower-middle-income economies,LK,LKA,Value Yield,2008,764080,6526044,1152
Brazil,Upper-middle-income economies,BR,BRA,Value Prod,2014,14716862,6538373002,352336
Brazil,Upper-middle-income economies,BR,BRA,Value Yield,2014,14716862,11027289,352336
Hungary,High-income economies,HU,HUN,Value Prod,2008,1220285,128037216,12084
Hungary,High-income economies,HU,HUN,Value Yield,2008,1220285,7388148,12084
Iran (Islamic Republic of),Upper-middle-income economies,IR,IRN,Value Prod,2006,5339371,498766485,8253
Iran (Islamic Republic of),Upper-middle-income economies,IR,IRN,Value Yield,2006,5339371,9158730,8253
Burundi,Low income economies,BI,BDI,Value Prod,2010,6420,22876360,265
Burundi,Low income economies,BI,BDI,Value Yield,2010,6420,3857220,265
Guyana,Upper-middle-income economies,GY,GUY,Value Prod,2011,29242,23564382,401
Guyana,Upper-middle-income economies,GY,GUY,Value Yield,2011,29242,5368944,401
Trinidad and Tobago,High-income economies,TT,TTO,Value Prod,2010,35858,567470,2027
Trinidad and Tobago,High-income economies,TT,TTO,Value Yield,2010,35858,1613304,2027
Sri Lanka,Lower-middle-income economies,LK,LKA,Value Prod,2004,541189,37416197,1733
Sri Lanka,Lower-middle-income economies,LK,LKA,Value Yield,2004,541189,6215132,1733
"China, Taiwan Province of",High-income economies,TW,TWN,Value Prod,2007,455714,48174690,9492
"China, Taiwan Province of",High-income economies,TW,TWN,Value Yield,2007,455714,8792262,9492
Brazil,Upper-middle-income economies,BR,BRA,Value Prod,2011,29002075,6419487732,345026
Brazil,Upper-middle-income economies,BR,BRA,Value Yield,2011,29002075,11191397,345026
Albania,Upper-middle-income economies,AL,ALB,Value Prod,2007,129877,11697966,388
Albania,Upper-middle-income economies,AL,ALB,Value Yield,2007,129877,6381312,388
Sweden,High-income economies,SE,SWE,Value Prod,2013,679784,42536005,1620
Sweden,High-income economies,SE,SWE,Value Yield,2013,679784,6706630,1620
Albania,Upper-middle-income economies,AL,ALB,Value Prod,2018,89558.91,18750151,442
Albania,Upper-middle-income economies,AL,ALB,Value Yield,2018,89558.91,10648498,442
Portugal,High-income economies,PT,PRT,Value Prod,2011,534371.22,39550455,14025
Portugal,High-income economies,PT,PRT,Value Yield,2011,534371.22,8236088,14025
Austria,High-income economies,AT,AUT,Value Prod,2006,474587,46388740,3416
Austria,High-income economies,AT,AUT,Value Yield,2006,474587,9233214,3416
Iran (Islamic Republic of),Upper-middle-income economies,IR,IRN,Value Prod,2002,4582244.75,447488237,9592
Iran (Islamic Republic of),Upper-middle-income economies,IR,IRN,Value Yield,2002,4582244.75,8499484,9592
Venezuela (Bolivarian Republic of),Upper-middle-income economies,VE,VEN,Value Prod,2014,1036770.27,98963298,3928
Venezuela (Bolivarian Republic of),Upper-middle-income economies,VE,VEN,Value Yield,2014,1036770.27,7889550,3928
Armenia,Upper-middle-income economies,AM,ARM,Value Prod,2005,46312,13399650,221
Armenia,Upper-middle-income economies,AM,ARM,Value Yield,2005,46312,4650564,221
North Macedonia,Upper-middle-income economies,MK,MKD,Value Prod,2007,77598.23,10037628,119
North Macedonia,Upper-middle-income economies,MK,MKD,Value Yield,2007,77598.23,4254258,119
Nicaragua,Lower-middle-income economies,NI,NIC,Value Prod,2005,114166,32395158,9392
Nicaragua,Lower-middle-income economies,NI,NIC,Value Yield,2005,114166,6572034,9392
Zambia,Lower-middle-income economies,ZM,ZMB,Value Prod,2005,141655,29459760,1670
Zambia,Lower-middle-income economies,ZM,ZMB,Value Yield,2005,141655,7684590,1670
Ghana,Lower-middle-income economies,GH,GHA,Value Prod,2002,20047,151464327,93
Ghana,Lower-middle-income economies,GH,GHA,Value Yield,2002,20047,4100040,93
Zambia,Lower-middle-income economies,ZM,ZMB,Value Prod,2016,272380,63805380,1670
Zambia,Lower-middle-income economies,ZM,ZMB,Value Yield,2016,272380,8304384,1670
Saint Lucia,Upper-middle-income economies,LC,LCA,Value Prod,2010,1073,163992,196
Saint Lucia,Upper-middle-income economies,LC,LCA,Value Yield,2010,1073,2473182,196
Thailand,Upper-middle-income economies,TH,THA,Value Prod,2005,3210688,823384695,43831
Thailand,Upper-middle-income economies,TH,THA,Value Yield,2005,3210688,6755903,43831
Barbados,High-income economies,BB,BRB,Value Prod,2005,3650,2302515,168
Barbados,High-income economies,BB,BRB,Value Yield,2005,3650,4860930,168
Chile,High-income economies,CL,CHL,Value Prod,2016,774994.79,110190864,9831
Chile,High-income economies,CL,CHL,Value Yield,2016,774994.79,13817286,9831
Georgia,Lower-middle-income economies,GE,GEO,Value Prod,2017,6900,6491256,1738
Georgia,Lower-middle-income economies,GE,GEO,Value Yield,2017,6900,2075199,1738
Georgia,Lower-middle-income economies,GE,GEO,Value Prod,2004,43744,12061302,3081
Georgia,Lower-middle-income economies,GE,GEO,Value Yield,2004,43744,2341465,3081
Israel,High-income economies,IL,ISR,Value Prod,2002,83014,26017284,4427
Israel,High-income economies,IL,ISR,Value Yield,2002,83014,8566502,4427
Viet Nam,Lower-middle-income economies,VN,VNM,Value Prod,2006,791000,569391935,19154
Viet Nam,Lower-middle-income economies,VN,VNM,Value Yield,2006,791000,7854483,19154
Pakistan,Lower-middle-income economies,PK,PAK,Value Prod,2017,9807762,1041299448,1
Pakistan,Lower-middle-income economies,PK,PAK,Value Yield,2017,9807762,8477000,1
Pakistan,Lower-middle-income economies,PK,PAK,Value Prod,2004,7052731,694486415,8903
Pakistan,Lower-middle-income economies,PK,PAK,Value Yield,2004,7052731,7268611,8903
Hungary,High-income economies,HU,HUN,Value Prod,2010,1068183,94490256,10300
Hungary,High-income economies,HU,HUN,Value Yield,2010,1068183,6639270,10300
Burundi,Low income economies,BI,BDI,Value Prod,2008,1203,21186555,456
Burundi,Low income economies,BI,BDI,Value Yield,2008,1203,3380410,456
Morocco,Lower-middle-income economies,MA,MAR,Value Prod,2011,954088.8,176522017,13697
Morocco,Lower-middle-income economies,MA,MAR,Value Yield,2011,954088.8,10636402,13697
Peru,Upper-middle-income economies,PE,PER,Value Prod,2003,665304,170033423,2849
Peru,Upper-middle-income economies,PE,PER,Value Yield,2003,665304,12139316,2849
Ireland,High-income economies,IE,IRL,Value Prod,2016,1426520,15033655,2583
Ireland,High-income economies,IE,IRL,Value Yield,2016,1426520,9841626,2583
United States of America,High-income economies,US,USA,Value Prod,2010,36848188.82,3853970932,374818
United States of America,High-income economies,US,USA,Value Yield,2010,36848188.82,14340445,374818
Finland,High-income economies,FI,FIN,Value Prod,2008,1154049,28174245,1622
Finland,High-income economies,FI,FIN,Value Yield,2008,1154049,4646380,1622
United Republic of Tanzania,Low income economies,TZ,TZA,Value Prod,2013,98360,208587911,1
United Republic of Tanzania,Low income economies,TZ,TZA,Value Yield,2013,98360,5537077,1
Congo,Lower-middle-income economies,CG,COG,Value Prod,2008,1251,13389072,3
Congo,Lower-middle-income economies,CG,COG,Value Yield,2008,1251,4142952,3
Sweden,High-income economies,SE,SWE,Value Prod,2015,790563,42831725,1836
Sweden,High-income economies,SE,SWE,Value Yield,2015,790563,6681400,1836
Zimbabwe,Low income economies,ZW,ZWE,Value Prod,2010,164237,34332900,3305
Zimbabwe,Low income economies,ZW,ZWE,Value Yield,2010,164237,6473348,3305
Mauritius,Upper-middle-income economies,MU,MUS,Value Prod,2012,44120,24436086,746
Mauritius,Upper-middle-income economies,MU,MUS,Value Yield,2012,44120,9156217,746
Mozambique,Low income economies,MZ,MOZ,Value Prod,2009,46482,85794121,915
Mozambique,Low income economies,MZ,MOZ,Value Yield,2009,46482,5619271,915
Burundi,Low income economies,BI,BDI,Value Prod,2007,2569,20591200,413
Burundi,Low income economies,BI,BDI,Value Yield,2007,2569,3496700,413
Iran (Islamic Republic of),Upper-middle-income economies,IR,IRN,Value Prod,2005,3324782,508305133,7808
Iran (Islamic Republic of),Upper-middle-income economies,IR,IRN,Value Yield,2005,3324782,9418164,7808
Honduras,Lower-middle-income economies,HN,HND,Value Prod,2006,388893,59196592,4298
Honduras,Lower-middle-income economies,HN,HND,Value Yield,2006,388893,9827244,4298
Madagascar,Low income economies,MG,MDG,Value Prod,2002,13568,68216386,241
Madagascar,Low income economies,MG,MDG,Value Yield,2002,13568,4230583,241
Trinidad and Tobago,High-income economies,TT,TTO,Value Prod,2003,8920,5910390,166
Trinidad and Tobago,High-income economies,TT,TTO,Value Yield,2003,8920,5894392,166
Azerbaijan,Upper-middle-income economies,AZ,AZE,Value Prod,2008,127325,43196580,263
Azerbaijan,Upper-middle-income economies,AZ,AZE,Value Yield,2008,127325,5982074,263
Slovenia,High-income economies,SI,SVN,Value Prod,2002,166287,8483976,1164
Slovenia,High-income economies,SI,SVN,Value Yield,2002,166287,8901150,1164
Chile,High-income economies,CL,CHL,Value Prod,2013,1014656,113977010,9831
Chile,High-income economies,CL,CHL,Value Yield,2013,1014656,14230188,9831
Honduras,Lower-middle-income economies,HN,HND,Value Prod,2011,252626,63067088,6324
Honduras,Lower-middle-income economies,HN,HND,Value Yield,2011,252626,10522617,6324
Guinea,Low income economies,GN,GIN,Value Prod,2009,4586,43369949,449
Guinea,Low income economies,GN,GIN,Value Yield,2009,4586,5321309,449
Venezuela (Bolivarian Republic of),Upper-middle-income economies,VE,VEN,Value Prod,2008,1038000,108970476,3928
Venezuela (Bolivarian Republic of),Upper-middle-income economies,VE,VEN,Value Yield,2008,1038000,8335302,3928
Uruguay,High-income economies,UY,URY,Value Prod,2002,184136,17334216,5185
Uruguay,High-income economies,UY,URY,Value Yield,2002,184136,6733596,5185
Congo,Lower-middle-income economies,CG,COG,Value Prod,2005,50,12282582,6
Congo,Lower-middle-income economies,CG,COG,Value Yield,2005,50,4068546,6
Slovenia,High-income economies,SI,SVN,Value Prod,2009,113416,4881375,1163
Slovenia,High-income economies,SI,SVN,Value Yield,2009,113416,4636842,1163
Ethiopia,Low income economies,ET,ETH,Value Prod,2017,2152843.9,254053758,4128
Ethiopia,Low income economies,ET,ETH,Value Yield,2017,2152843.9,6189813,4128
Sri Lanka,Lower-middle-income economies,LK,LKA,Value Prod,2016,249565,54035772,1924
Sri Lanka,Lower-middle-income economies,LK,LKA,Value Yield,2016,249565,5149487,1924
Indonesia,Lower-middle-income economies,ID,IDN,Value Prod,2015,9320630,1166513418,1597
Indonesia,Lower-middle-income economies,ID,IDN,Value Yield,2015,9320630,10670408,1597
Peru,Upper-middle-income economies,PE,PER,Value Prod,2002,629797,165208918,2893
Peru,Upper-middle-income economies,PE,PER,Value Yield,2002,629797,12774265,2893
Argentina,High-income economies,AR,ARG,Value Prod,2014,3120461,616223503,207706
Argentina,High-income economies,AR,ARG,Value Yield,2014,3120461,9997666,207706
Belarus,Upper-middle-income economies,BY,BLR,Value Prod,2010,4433140.8,129087936,4897
Belarus,Upper-middle-income economies,BY,BLR,Value Yield,2010,4433140.8,6190296,4897
Morocco,Lower-middle-income economies,MA,MAR,Value Prod,2006,701000,171093594,13697
Morocco,Lower-middle-income economies,MA,MAR,Value Yield,2006,701000,9638741,13697
Samoa,Upper-middle-income economies,WS,WSM,Value Prod,2002,25,349475,18
Samoa,Upper-middle-income economies,WS,WSM,Value Yield,2002,25,1429120,18
Ireland,High-income economies,IE,IRL,Value Prod,2013,1552730,15777245,2951
Ireland,High-income economies,IE,IRL,Value Yield,2013,1552730,9269316,2951
Pakistan,Lower-middle-income economies,PK,PAK,Value Prod,2013,8609698,895189575,1
Pakistan,Lower-middle-income economies,PK,PAK,Value Yield,2013,8609698,8055418,1
Panama,High-income economies,PA,PAN,Value Prod,2002,49940,17807784,2142
Panama,High-income economies,PA,PAN,Value Yield,2002,49940,6689640,2142
Philippines,Lower-middle-income economies,PH,PHL,Value Prod,2015,66073,529703517,23251
Philippines,Lower-middle-income economies,PH,PHL,Value Yield,2015,66073,7160559,23251
Iran (Islamic Republic of),Upper-middle-income economies,IR,IRN,Value Prod,2015,2946534,513945565,6726
Iran (Islamic Republic of),Upper-middle-income economies,IR,IRN,Value Yield,2015,2946534,11701753,6726
Suriname,Upper-middle-income economies,SR,SUR,Value Prod,2010,29136,3102312,478
Suriname,Upper-middle-income economies,SR,SUR,Value Yield,2010,29136,7401882,478
Senegal,Low income economies,SN,SEN,Value Prod,2003,13944,23463272,374
Senegal,Low income economies,SN,SEN,Value Yield,2003,13944,10520979,374
Ireland,High-income economies,IE,IRL,Value Prod,2006,886186,14064085,2767
Ireland,High-income economies,IE,IRL,Value Yield,2006,886186,8246616,2767
Ghana,Lower-middle-income economies,GH,GHA,Value Prod,2011,129385,217953568,392
Ghana,Lower-middle-income economies,GH,GHA,Value Yield,2011,129385,6328217,392
Colombia,Upper-middle-income economies,CO,COL,Value Prod,2009,2133738,398169345,51435
Colombia,Upper-middle-income economies,CO,COL,Value Yield,2009,2133738,11815202,51435
Panama,High-income economies,PA,PAN,Value Prod,2009,59747,19259040,2046
Panama,High-income economies,PA,PAN,Value Yield,2009,59747,6854778,2046
Nicaragua,Lower-middle-income economies,NI,NIC,Value Prod,2011,169874.27,42561486,4932
Nicaragua,Lower-middle-income economies,NI,NIC,Value Yield,2011,169874.27,8069454,4932
